normalized_sentence_id,source_sentence_id,source_type,document_id,document_title,raw_sentence_text,normalized_sentence_text,normalization_status,split_group_id,split_order,was_split,split_confidence,normalization_type,sentence_role,obligation_level_candidate,subject_candidate,subject_candidate_direct,subject_candidate_inherited,subject_candidate_confidence,inherited_subject_from,object_candidate,object_candidate_direct,object_candidate_inherited,object_candidate_confidence,action_candidate,condition_candidate,hazard_candidate,equipment_candidate,control_candidate,evidence_candidate,noise_flag,noise_recovery_candidate,ambiguity_flag,context_required_flag,duplicate_flag,duplicate_type,canonical_candidate,duplicate_of,duplicate_group_id,quality_issue_codes,confidence,normalization_note,reviewer_note
S0111-01,S0111,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),동일한 사고로 2개월 이상 치료가 필요한 부상자가 10명 이상 발생 다.,동일한 사고로 2개월 이상 치료가 필요한 부상자가 10명 이상 발생 다.,auto,S0111,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,legal_scope,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0112-01,S0112,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),동일한 원인으로 3개월 이상 치료가 필요한 질병자가 10명 이상 발생 4.,동일한 원인으로 3개월 이상 치료가 필요한 질병자가 10명 이상 발생 4.,auto,S0112,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,legal_scope,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0113-01,S0113,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),그 밖에 가목부터 다목까지에 준하는 시설로서 재해 발생 시 생명ㆍ신체상의 피해가 발생할 우려가 높은 장소 5.,그 밖에 가목부터 다목까지에 준하는 시설로서 재해 발생 시 생명ㆍ신체상의 피해가 발생할 우려가 높은 장소 5.,auto_flagged,S0113,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,incident_emergency,,,ctrl_incident_report,,1,0,0,1,0,,1,,,"Q05,Q12,Q02",low,,
S0114-01,S0114,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),「도시철도법」 제2조제2호에 따른 도시철도의 운행에 사용되는 도시철도차량 나.,「도시철도법」 제2조제2호에 따른 도시철도의 운행에 사용되는 도시철도차량 나.,auto,S0114,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0115-01,S0115,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),「여객자동차 운수사업법 시행령」 제3조제1호라목에 따른 노선 여객자동차운송사업에 사용되는 승합자동차 라.,「여객자동차 운수사업법 시행령」 제3조제1호라목에 따른 노선 여객자동차운송사업에 사용되는 승합자동차 라.,auto,S0115,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0116-01,S0116,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),「해운법」 제2조제1호의2의 여객선 마.,「해운법」 제2조제1호의2의 여객선 마.,auto,S0116,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0117-01,S0117,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),「항공사업법」 제2조제7호에 따른 항공운송사업에 사용되는 항공기 6.,「항공사업법」 제2조제7호에 따른 항공운송사업에 사용되는 항공기 6.,auto,S0117,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0118-01,S0118,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),"""종사자""란 다음 각 목의 어느 하나에 해당하는 자를 말한다.","""종사자""란 다음 각 목의 어느 하나에 해당하는 자를 말한다.",auto,S0118,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0119-01,S0119,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),「근로기준법」상의 근로자 나.,「근로기준법」상의 근로자 나.,auto,S0119,1,0,high,no_change,metadata,,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q11,Q02",low,incomplete,
S0120-01,S0120,law,14440,중대재해 처벌 등에 관한 법률 제2조 (정의),"도급, 용역, 위탁 등 계약의 형식에 관계없이 그 사업의 수행을 위하여 대가를 목적으로 노무를 제공하는 자 다.","도급, 용역, 위탁 등 계약의 형식에 관계없이 그 사업의 수행을 위하여 대가를 목적으로 노무를 제공하는 자 다.",auto,S0120,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0121-01,S0121,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"""건설업 산업안전보건관리비""(이하 ""산업안전보건관리비""라 한다)란 산업재해 예방을 위하여 건설공사 현장에서 직접 사용되거나 해당 건설업체의 본점 또는 주사무소(이하 ""본사""라 한다)에 설치된 안전전담부서에서 법령에 규정된 사항을 이행하는 데 소요되는 비용을 말한다.","""건설업 산업안전보건관리비""(이하 ""산업안전보건관리비""라 한다)란 산업재해 예방을 위하여 건설공사 현장에서 직접 사용되거나 해당 건설업체의 본점 또는 주사무소(이하 ""본사""라 한다)에 설치된 안전전담부서에서 법령에 규정된 사항을 이행하는 데 소요되는 비용을 말한다.",auto_flagged,S0121,1,0,high,no_change,explanation,informative,,,,unresolved,,,,,unresolved,install,,,,ctrl_incident_report,,0,0,0,1,0,,1,,,"Q12,Q02,Q03",low,,
S0122-01,S0122,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"""산업안전보건관리비 대상액""(이하 ""대상액""이라 한다)이란 「예정가격 작성기준」(기획재정부 계약예규) 및 「지방자치단체 입찰 및 계약집행기준」(행정안전부 예규) 등 관련 규정에서 정하는 공사원가계산서 구성항목 중 직접재료비, 간접재료비와 직접노무비를 합한 금액(발주자가 재료를 제공할 경우에는 해당 재료비를 포함한다)을 말한다.","""산업안전보건관리비 대상액""(이하 ""대상액""이라 한다)이란 「예정가격 작성기준」(기획재정부 계약예규) 및 「지방자치단체 입찰 및 계약집행기준」(행정안전부 예규) 등 관련 규정에서 정하는 공사원가계산서 구성항목 중 직접재료비, 간접재료비와 직접노무비를 합한 금액(발주자가 재료를 제공할 경우에는 해당 재료비를 포함한다)을 말한다.",auto_flagged,S0122,1,0,high,no_change,explanation,informative,,,,unresolved,,,,,unresolved,prepare,,,,,,0,0,0,1,0,,1,,,"Q12,Q02,Q03",low,,
S0123-01,S0123,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"""건설공사발주자""(이하 ""발주자""라 한다)란 법 제2조제10호에 따른 건설공사발주자를 말한다.","""건설공사발주자""(이하 ""발주자""라 한다)란 법 제2조제10호에 따른 건설공사발주자를 말한다.",auto,S0123,1,0,high,no_change,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0124-01,S0124,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"""건설공사도급인""이란 발주자에게 건설공사를 도급받은 사업주로서 건설공사의 시공을 주도하여 총괄ㆍ관리하는 자를 말한다.","""건설공사도급인""이란 발주자에게 건설공사를 도급받은 사업주로서 건설공사의 시공을 주도하여 총괄ㆍ관리하는 자를 말한다.",auto,S0124,1,0,high,no_change,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0125-01,S0125,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"""자기공사자""란 건설공사의 시공을 주도하여 총괄ㆍ관리하는 자(발주자로부터 건설공사를 최초로 도급받은 수급인은 제외한다)를 말한다.","""자기공사자""란 건설공사의 시공을 주도하여 총괄ㆍ관리하는 자(발주자로부터 건설공사를 최초로 도급받은 수급인은 제외한다)를 말한다.",auto,S0125,1,0,high,no_change,exception,exception,contractor,contractor,,direct_high,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0126-01,S0126,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"그 밖에 이 고시에서 사용하는 용어의 정의는 이 고시에 특별한 규정이 없으면「산업안전보건법」(이하 ""법""이라 한다), 같은 법 시행령(이하 ""영""이라 한다), 같은 법 시행규칙(이하 ""규칙""이라 한다), 예산회계 및 건설관계법령에서 정하는 바에 따른다.","그 밖에 이 고시에서 사용하는 용어의 정의는 이 고시에 특별한 규정이 없으면「산업안전보건법」(이하 ""법""이라 한다), 같은 법 시행령(이하 ""영""이라 한다), 같은 법 시행규칙(이하 ""규칙""이라 한다), 예산회계 및 건설관계법령에서 정하는 바에 따른다.",auto_flagged,S0126,1,0,high,"no_change,subject_inherit_prev",explanation,informative,contractor,,contractor,inherited_prev,prev:S0125-01,,,,unresolved,,,,,,,0,0,0,1,0,,1,,,Q12,low,,
S0127-01,S0127,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 단가계약에 의하여 행하는 공사에 대하여는 총계약금액을 기준으로 적용한다.","다만, 단가계약에 의하여 행하는 공사에 대하여는 총계약금액을 기준으로 적용한다.",auto,S0127,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0128-01,S0128,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"제4조(계상의무 및 기준) ① 발주자가 도급계약 체결을 위한 원가계산에 의한 예정가격을 작성하거나, 자기공사자가 건설공사 사업 계획을 수립할 때에는 다음 각 호에 따라 산정한 금액 이상의 산업안전보건관리비를 계상하여야 한다.","발주자가 도급계약 체결을 위한 원가계산에 의한 예정가격을 작성하거나, 자기공사자가 건설공사 사업 계획을 수립할 때에는 다음 각 호에 따라 산정한 금액 이상의 산업안전보건관리비를 계상하여야 한다.",auto,S0128,1,0,high,"header_strip,subject_inherit_prev",rule_core,mandatory,contractor,,contractor,inherited_prev,prev:S0125-01,,,,unresolved,prepare,,,,,제4조(계상의무 및 기준),0,0,0,0,0,,1,,,Q03,medium,,
S0129-01,S0129,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 발주자가 재료를 제공하거나 일부 물품이 완제품의 형태로 제작ㆍ납품되는 경우에는 해당 재료비 또는 완제품 가액을 대상액에 포함하여 산출한 산업안전보건관리비와 해당 재료비 또는 완제품 가액을 대상액에서 제외하고 산출한 산업안전보건관리비의 1.2배에 해당하는 값을 비교하여 그 중 작은 값 이상의 금액으로 계상한다.","다만, 발주자가 재료를 제공하거나 일부 물품이 완제품의 형태로 제작ㆍ납품되는 경우에는 해당 재료비 또는 완제품 가액을 대상액에 포함하여 산출한 산업안전보건관리비와 해당 재료비 또는 완제품 가액을 대상액에서 제외하고 산출한 산업안전보건관리비의 1.2배에 해당하는 값을 비교하여 그 중 작은 값 이상의 금액으로 계상한다.",auto_flagged,S0129,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,1,0,,1,,,"Q12,Q02",low,,
S0130-01,S0130,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,대상액이 5억 원 미만 또는 50억 원 이상인 경우: 대상액에 별표 1에서 정한 비율을 곱한 금액,대상액이 5억 원 미만 또는 50억 원 이상인 경우: 대상액에 별표 1에서 정한 비율을 곱한 금액,auto,S0130,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 1,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0131-01,S0131,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,대상액이 5억 원 이상 50억 원 미만인 경우: 대상액에 별표 1에서 정한 비율을 곱한 금액에 기초액을 합한 금액,대상액이 5억 원 이상 50억 원 미만인 경우: 대상액에 별표 1에서 정한 비율을 곱한 금액에 기초액을 합한 금액,auto,S0131,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 1,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0132-01,S0132,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"발주자와 법 제69조에 따른 건설공사도급인 중 자기공사자를 제외하고 발주자로부터 해당 건설공사를 최초로 도급받은 수급인(이하 ""도급인""이라 한다)은 공사계약을 체결할 경우 제1항에 따라 계상된 산업안전보건관리비를 공사도급계약서에 별도로 표시하여야 한다.","발주자와 법 제69조에 따른 건설공사도급인 중 자기공사자를 제외하고 발주자로부터 해당 건설공사를 최초로 도급받은 수급인(이하 ""도급인""이라 한다)은 공사계약을 체결할 경우 제1항에 따라 계상된 산업안전보건관리비를 공사도급계약서에 별도로 표시하여야 한다.",auto_flagged,S0132,1,0,high,"no_change,subject_inherit_prev",explanation,informative,contractor,,contractor,inherited_prev,prev:S0125-01,,,,unresolved,,,,,,,0,0,0,1,0,,1,,,Q12,low,,
S0133-01,S0133,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,별표 1의 공사의 종류는 별표 5의 건설공사의 종류 예시표에 따른다.,별표 1의 공사의 종류는 별표 5의 건설공사의 종류 예시표에 따른다.,auto,S0133,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 1,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0134-01,S0134,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 하나의 사업장 내에 건설공사 종류가 둘 이상인 경우(분리발주한 경우를 제외한다)에는 공사금액이 가장 큰 공사종류를 적용한다.","다만, 하나의 사업장 내에 건설공사 종류가 둘 이상인 경우(분리발주한 경우를 제외한다)에는 공사금액이 가장 큰 공사종류를 적용한다.",auto,S0134,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0135-01,S0135,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,발주자 또는 자기공사자는 설계변경 등으로 대상액의 변동이 있는 경우 별표 1의3에 따라 지체 없이 산업안전보건관리비를 조정 계상하여야 한다.,발주자 또는 자기공사자는 설계변경 등으로 대상액의 변동이 있는 경우 별표 1의3에 따라 지체 없이 산업안전보건관리비를 조정 계상하여야 한다.,auto,S0135,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 1,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0136-01,S0136,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 설계변경으로 공사금액이 800억 원 이상으로 증액된 경우에는 증액된 대상액을 기준으로 제1항에 따라 재계상한다.","다만, 설계변경으로 공사금액이 800억 원 이상으로 증액된 경우에는 증액된 대상액을 기준으로 제1항에 따라 재계상한다.",auto,S0136,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0137-01,S0137,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,제7조(사용기준) ① 도급인과 자기공사자는 산업안전보건관리비를 산업재해예방 목적으로 다음 각 호의 기준에 따라 사용하여야 한다.,도급인과 자기공사자는 산업안전보건관리비를 산업재해예방 목적으로 다음 각 호의 기준에 따라 사용하여야 한다.,auto,S0137,1,0,high,header_strip,rule_core,mandatory,contractor,contractor,,direct_high,,,,,unresolved,,,,,ctrl_incident_report,제7조(사용기준),0,0,0,0,0,,1,,,,medium,,
S0138-01,S0138,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,별표 1의2에 해당하는 작업을 직접 지휘ㆍ감독하는 직ㆍ조ㆍ반장 등 관리감독자의 직위에 있는 자가 영 제15조제1항에서 정하는 업무를 수행하는 경우에 지급하는 업무수당(임금의 10분의 1 이내),별표 1의2에 해당하는 작업을 직접 지휘ㆍ감독하는 직ㆍ조ㆍ반장 등 관리감독자의 직위에 있는 자가 영 제15조제1항에서 정하는 업무를 수행하는 경우에 지급하는 업무수당(임금의 10분의 1 이내),auto,S0138,1,0,high,no_change,evidence,,,,,unresolved,,,,,unresolved,provide,,,,ctrl_supervisor_assignment,별표 1,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0139-01,S0139,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"산업재해 예방을 위한 안전난간, 추락방호망, 안전대 부착설비, 방호장치(기계ㆍ기구와 방호장치가 일체로 제작된 경우, 방호장치 부분의 가액에 한함) 등 안전시설의 구입ㆍ임대 및 설치 등을 위해 소요되는 비용","산업재해 예방을 위한 안전난간, 추락방호망, 안전대 부착설비, 방호장치(기계ㆍ기구와 방호장치가 일체로 제작된 경우, 방호장치 부분의 가액에 한함) 등 안전시설의 구입ㆍ임대 및 설치 등을 위해 소요되는 비용",auto,S0139,1,0,high,"object_infer,subject_inherit_prev",rule_core,informative,contractor,,contractor,inherited_prev,prev:S0137-01,안전대,안전대,,direct,install,,추락,EQ_HANDRAIL,ctrl_fall_protection_install,,0,0,0,0,0,,1,,,,medium,,
S0140-01,S0140,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 제4조에 따라 계상된 산업안전보건관리비 총액의 10분의 2를 초과할 수 없다.","다만, 제4조에 따라 계상된 산업안전보건관리비 총액의 10분의 2를 초과할 수 없다.",auto,S0140,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,제4조에 따라,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0141-01,S0141,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,가목 이외 산업재해 예방이 주된 목적인 교육을 실시하기 위해 소요되는 비용,가목 이외 산업재해 예방이 주된 목적인 교육을 실시하기 위해 소요되는 비용,auto,S0141,1,0,high,"no_change,subject_inherit_prev",rule_core,informative,contractor,,contractor,inherited_prev,prev:S0137-01,,,,unresolved,train,,,,ctrl_incident_report,,0,0,0,0,0,,1,,,Q03,medium,,
S0142-01,S0142,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,「응급의료에 관한 법률」 제14조제1항제5호에 따른 안전보건교육 대상자 등에게 구조 및 응급처치에 관한 교육을 실시하기 위해 소요되는 비용,「응급의료에 관한 법률」 제14조제1항제5호에 따른 안전보건교육 대상자 등에게 구조 및 응급처치에 관한 교육을 실시하기 위해 소요되는 비용,auto,S0142,1,0,high,"object_infer,subject_inherit_prev",rule_core,informative,contractor,,contractor,inherited_prev,prev:S0137-01,특별안전보건교육,특별안전보건교육,,direct,train,,,,ctrl_safety_training_general,,0,0,0,0,0,,1,,,,medium,,
S0143-01,S0143,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 행사의 방법, 소요된 비용 등을 고려하여 사회통념에 적합한 행사에 한한다.","다만, 행사의 방법, 소요된 비용 등을 고려하여 사회통념에 적합한 행사에 한한다.",auto,S0143,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0144-01,S0144,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 제4조에 따라 계상된 산업안전보건관리비 총액의 20분의 1을 초과할 수 없다.","다만, 제4조에 따라 계상된 산업안전보건관리비 총액의 20분의 1을 초과할 수 없다.",auto,S0144,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,제4조에 따라,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0145-01,S0145,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,법 제36조에 따른 위험성평가 또는 「중대재해 처벌 등에 관한 법률 시행령」 제4조제3호에 따라 유해ㆍ위험요인 개선을 위해 필요하다고 판단하여 법 제24조의 산업안전보건위원회 또는 법 제75조의 노사협의체에서 사용하기로 결정한 사항을 이행하기 위한 비용(산업안전보건위원회 또는 노사협의체가 없는 현장의 경우에는 근로자의 의견을 들어 법 제64조에 따른 안전 및 보건에 관한 협의체에서 결정한 사항을 이행하기 위한 비용을 말한다).,법 제36조에 따른 위험성평가 또는 「중대재해 처벌 등에 관한 법률 시행령」 제4조제3호에 따라 유해ㆍ위험요인 개선을 위해 필요하다고 판단하여 법 제24조의 산업안전보건위원회 또는 법 제75조의 노사협의체에서 사용하기로 결정한 사항을 이행하기 위한 비용(산업안전보건위원회 또는 노사협의체가 없는 현장의 경우에는 근로자의 의견을 들어 법 제64조에 따른 안전 및 보건에 관한 협의체에서 결정한 사항을 이행하기 위한 비용을 말한다).,auto,S0145,1,0,high,"no_change,subject_inherit_prev",explanation,informative,contractor,,contractor,inherited_prev,prev:S0137-01,,,,unresolved,,,,,ctrl_incident_report,,0,0,0,0,0,,1,,,,medium,,
S0146-01,S0146,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 제4조에 따라 계상된 산업안전보건관리비 총액의 100분의 15를 초과할 수 없다.","다만, 제4조에 따라 계상된 산업안전보건관리비 총액의 100분의 15를 초과할 수 없다.",auto,S0146,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,제4조에 따라,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0147-01,S0147,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 제1항제2호나목 및 다목, 제1항제6호나목부터 마목, 제1항제9호의 경우에는 그러하지 아니하다.","다만, 제1항제2호나목 및 다목, 제1항제6호나목부터 마목, 제1항제9호의 경우에는 그러하지 아니하다.",auto,S0147,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0148-01,S0148,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"「(계약예규)예정가격작성기준」제19조제3항 중 각 호(단, 제14호는 제외한다)에 해당되는 비용","「(계약예규)예정가격작성기준」제19조제3항 중 각 호(단, 제14호는 제외한다)에 해당되는 비용",auto,S0148,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,prepare,,,,,,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0149-01,S0149,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,도급인 및 자기공사자는 별표 3에서 정한 공사진척에 따른 산업안전보건관리비 사용기준을 준수하여야 한다.,도급인 및 자기공사자는 별표 3에서 정한 공사진척에 따른 산업안전보건관리비 사용기준을 준수하여야 한다.,auto,S0149,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 3,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0150-01,S0150,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 건설공사발주자는 건설공사의 특성 등을 고려하여 사용기준을 달리 정할 수 있다.","다만, 건설공사발주자는 건설공사의 특성 등을 고려하여 사용기준을 달리 정할 수 있다.",auto,S0150,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0151-01,S0151,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,제9조(사용내역의 확인) ① 도급인은 산업안전보건관리비 사용내역에 대하여 공사 시작 후 6개월마다 1회 이상 발주자 또는 감리자의 확인을 받아야 한다.,도급인은 산업안전보건관리비 사용내역에 대하여 공사 시작 후 6개월마다 1회 이상 발주자 또는 감리자의 확인을 받아야 한다.,auto,S0151,1,0,high,header_strip,rule_core,informative,contractor,contractor,,direct_high,,,,,unresolved,,periodic_schedule,,,ctrl_periodic_inspection,제9조(사용내역의 확인),0,0,0,0,0,,1,,,,medium,,
S0152-01,S0152,admrul,3792,건설업 산업안전보건관리비 계상 및 사용기준,"다만, 6개월 이내에 공사가 종료되는 경우에는 종료 시 확인을 받아야 한다.","다만, 6개월 이내에 공사가 종료되는 경우에는 종료 시 확인을 받아야 한다.",auto,S0152,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0153-01,S0153,admrul,3793,사업장 위험성평가에 관한 지침,"""유해ㆍ위험요인""이란 유해ㆍ위험을 일으킬 잠재적 가능성이 있는 것의 고유한 특징이나 속성을 말한다.","""유해ㆍ위험요인""이란 유해ㆍ위험을 일으킬 잠재적 가능성이 있는 것의 고유한 특징이나 속성을 말한다.",auto,S0153,1,0,high,no_change,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0154-01,S0154,admrul,3793,사업장 위험성평가에 관한 지침,"""위험성""이란 유해ㆍ위험요인이 사망, 부상 또는 질병으로 이어질 수 있는 가능성과 중대성 등을 고려한 위험의 정도를 말한다.","""위험성""이란 유해ㆍ위험요인이 사망, 부상 또는 질병으로 이어질 수 있는 가능성과 중대성 등을 고려한 위험의 정도를 말한다.",auto,S0154,1,0,high,noise_mark,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,1,0,0,0,0,,1,,,"Q05,Q02",medium,,
S0155-01,S0155,admrul,3793,사업장 위험성평가에 관한 지침,"""위험성평가""란 사업주가 스스로 유해ㆍ위험요인을 파악하고 해당 유해ㆍ위험요인의 위험성 수준을 결정하여, 위험성을 낮추기 위한 적절한 조치를 마련하고 실행하는 과정을 말한다.","""위험성평가""란 사업주가 스스로 유해ㆍ위험요인을 파악하고 해당 유해ㆍ위험요인의 위험성 수준을 결정하여, 위험성을 낮추기 위한 조치를 마련하고 실행하는 과정을 말한다.",auto_flagged,S0155,1,0,high,vague_remove,explanation,informative,employer,employer,,direct_high,,,,,unresolved,,,,,,,0,0,0,1,0,,1,,,Q12,low,,
S0156-01,S0156,admrul,3793,사업장 위험성평가에 관한 지침,"그 밖에 이 고시에서 사용하는 용어의 뜻은 이 고시에 특별히 정한 것이 없으면 「산업안전보건법」(이하 ""법""이라 한다), 같은 법 시행령(이하 ""영""이라 한다), 같은 법 시행규칙(이하 ""규칙""이라 한다) 및「산업안전보건기준에 관한 규칙」(이하 ""안전보건규칙""이라 한다)에서 정하는 바에 따른다.","그 밖에 이 고시에서 사용하는 용어의 뜻은 이 고시에 특별히 정한 것이 없으면 「산업안전보건법」(이하 ""법""이라 한다), 같은 법 시행령(이하 ""영""이라 한다), 같은 법 시행규칙(이하 ""규칙""이라 한다) 및「산업안전보건기준에 관한 규칙」(이하 ""안전보건규칙""이라 한다)에서 정하는 바에 따른다.",auto_flagged,S0156,1,0,high,"no_change,subject_inherit_prev",explanation,informative,employer,,employer,inherited_prev,prev:S0155-01,,,,unresolved,,,,,,,0,0,0,1,0,,1,,,Q12,low,,
S0157-01,S0157,admrul,3793,사업장 위험성평가에 관한 지침,"제4조(정부의 책무) ① 고용노동부장관(이하 ""장관""이라 한다)은 사업장 위험성평가가 효과적으로 추진되도록 하기 위하여 다음 각 호의 사항을 강구하여야 한다.","고용노동부장관(이하 ""장관""이라 한다)은 사업장 위험성평가가 효과적으로 추진되도록 하기 위하여 다음 각 호의 사항을 강구하여야 한다.",auto,S0157,1,0,high,header_strip,explanation,informative,authority,authority,,direct_high,,,,,unresolved,,,,,,제4조(정부의 책무),0,0,0,0,0,,1,,,,medium,,
S0158-01,S0158,admrul,3793,사업장 위험성평가에 관한 지침,"장관은 제1항 각 호의 사항 중 필요한 사항을 한국산업안전보건공단(이하 ""공단""이라 한다)으로 하여금 수행하게 할 수 있다.","장관은 제1항 각 호의 사항 중 필요한 사항을 한국산업안전보건공단(이하 ""공단""이라 한다)으로 하여금 수행하게 할 수 있다.",auto,S0158,1,0,high,"no_change,subject_inherit_prev",explanation,informative,authority,,authority,inherited_prev,prev:S0157-01,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
